"date","close","volume","open","high","low"
"2018/08/06","261.6400","1842538.0000","260.5600","261.8300","260.2000"
"2018/08/03","260.6600","2017544.0000","259.6000","260.6600","259.3900"
"2018/08/02","259.3900","1767069.0000","256.7300","259.6000","256.4800"
"2018/08/01","258.0800","1651718.0000","258.6400","259.1932","257.3510"
"2018/07/31","258.4000","1991981.0000","258.0200","259.0900","257.6000"
"2018/07/30","257.1000","1601373.0000","258.6000","258.7800","256.6400"
"2018/07/27","258.5900","2666731.0000","260.7300","260.7400","257.5800"
"2018/07/26","260.2800","2166022.0000","260.1400","261.0050","260.1000"
"2018/07/25","261.0500","2615113.0000","258.5400","261.2500","258.4300"
"2018/07/24","258.6800","2916391.0000","258.8400","259.5700","257.8200"
"2018/07/23","257.4700","1446456.0000","256.7300","257.6100","256.4000"
"2018/07/20","256.9800","2710768.0000","257.0000","257.6500","256.7800"
"2018/07/19","257.2200","2048463.0000","257.5000","257.9000","256.7500"
"2018/07/18","258.2000","2606249.0000","257.7600","258.3200","257.2800"
"2018/07/17","257.7300","1825862.0000","255.8500","258.0600","255.8000"
"2018/07/16","256.6300","993010.0000","256.8900","257.0100","256.1600"
"2018/07/13","256.7900","1814926.0000","256.4900","257.1590","255.9900"
"2018/07/12","256.5700","2873700.0000","255.6600","256.6600","255.0100"
"2018/07/11","254.3900","2334647.0000","254.6000","255.4100","254.0300"
"2018/07/10","256.1400","1303748.0000","255.7500","256.3000","255.4500"
"2018/07/09","255.2500","3979302.0000","254.0500","255.3200","254.0100"
"2018/07/06","253.0100","2622351.0000","250.9100","253.3900","250.5200"
"2018/07/05","250.9200","1942455.0000","250.0700","250.9400","248.9100"
"2018/07/03","248.7900","1157884.0000","250.6800","250.7600","248.4400"
"2018/07/02","249.8000","1942697.0000","247.5600","249.8900","247.3200"
"2018/06/29","249.5100","3709089.0000","249.9800","251.3600","249.1000"
"2018/06/28","248.8800","2634904.0000","247.3000","249.6000","246.6304"
"2018/06/27","248.5300","3430195.0000","251.2700","252.7300","248.4300"
"2018/06/26","250.6100","2968552.0000","250.6600","251.5301","249.9100"
"2018/06/25","250.0600","6689898.0000","252.3700","252.5099","248.3500"
"2018/06/22","253.5700","3092450.0000","254.4000","254.5200","253.3200"
"2018/06/21","253.1200","4029283.0000","254.6600","254.6700","252.5800"
"2018/06/20","254.7100","1577464.0000","254.9700","255.3700","254.3200"
"2018/06/19","254.2500","1863051.0000","252.8300","254.4565","252.4200"
"2018/06/18","255.2200","2016568.0000","254.1800","255.3600","253.7100"
"2018/06/15","255.8300","2000044.0000","255.2700","256.0700","254.1300"
"2018/06/14","256.0500","1913998.0000","256.3100","256.6200","255.4600"
"2018/06/13","255.3100","2507525.0000","256.5300","256.7700","255.2300"
"2018/06/12","256.3300","1180153.0000","256.3900","256.6300","255.6000"
"2018/06/11","255.9000","2646489.0000","255.7900","256.6700","255.7000"
"2018/06/08","255.5700","1517353.0000","254.3600","255.6200","254.1900"
"2018/06/07","254.7700","2616054.0000","255.3700","255.7000","253.8800"
"2018/06/06","254.8900","2760959.0000","253.3700","254.9600","252.7200"
"2018/06/05","252.8700","1489832.0000","252.6600","253.1300","251.8700"
"2018/06/04","252.5200","2031056.0000","252.1700","252.7983","251.9600"
"2018/06/01","251.4100","1953843.0000","250.2300","251.6500","250.1700"
"2018/05/31","248.7900","2377584.0000","249.9900","250.3000","248.2800"
"2018/05/30","250.4100","1359124.0000","248.5300","250.8800","248.4300"
"2018/05/29","247.1500","4464294.0000","248.2800","249.0800","245.9700"
"2018/05/25","250.0400","1654804.0000","250.0400","250.6400","249.4900"
"2018/05/24","250.6700","2025335.0000","250.7400","251.0000","248.7600"
"2018/05/23","251.1500","1483938.0000","249.1200","251.1500","248.9500"
"2018/05/22","250.3700","1055236.0000","251.6700","251.9390","250.1000"
"2018/05/21","251.0900","1263177.0000","250.7700","251.6800","250.4300"
"2018/05/18","249.2600","1702950.0000","249.5300","249.8500","248.8900"
"2018/05/17","249.8800","1714389.0000","249.7900","250.9900","249.0800"
"2018/05/16","250.0900","2587968.0000","249.0800","250.5400","249.0700"
"2018/05/15","249.0300","2600600.0000","249.5000","249.5200","248.0600"
"2018/05/14","250.7500","1476645.0000","251.1200","251.7600","250.2100"
"2018/05/11","250.4700","1703355.0000","250.0400","250.9164","249.4800"
"2018/05/10","249.8600","1534516.0000","248.3600","250.2002","248.2500"
"2018/05/09","247.5400","1505840.0000","245.8600","247.9000","245.3600"
"2018/05/08","245.1600","1924189.0000","244.8300","245.5300","243.5700"
"2018/05/07","245.1700","3124472.0000","245.1900","246.1900","244.4600"
"2018/05/04","244.4100","1785209.0000","240.2500","245.0550","239.8946"
"2018/05/03","241.2100","2665256.0000","240.8800","241.8999","237.9200"
"2018/05/02","241.7800","1635557.0000","243.2100","244.0200","241.3600"
"2018/05/01","243.4400","2323105.0000","242.4500","243.5200","240.7600"
"2018/04/30","242.9200","2125995.0000","245.5100","246.0500","242.8500"
"2018/04/27","244.9200","2178845.0000","245.2300","245.5700","243.8900"
"2018/04/26","244.6600","2104648.0000","243.2200","245.4700","242.7700"
"2018/04/25","242.1700","2347549.0000","241.5100","242.6300","239.6000"
"2018/04/24","241.5500","3653237.0000","245.9700","246.1200","240.0100"
"2018/04/23","244.8900","1471504.0000","245.5500","246.0800","243.7500"
"2018/04/20","245.0000","2103703.0000","246.9500","247.1300","243.9700"
"2018/04/19","247.0000","1997217.0000","247.6200","247.8900","245.9600"
"2018/04/18","248.3600","1364762.0000","248.6600","249.2200","247.9439"
"2018/04/17","248.2200","2300213.0000","247.4200","248.8142","246.8750"
"2018/04/16","245.5800","2148738.0000","245.2700","246.3500","244.4100"
"2018/04/13","243.6000","2887101.0000","245.8400","245.8400","242.5000"
"2018/04/12","244.2800","1710966.0000","243.7100","245.2500","243.4700"
"2018/04/11","242.2500","2067971.0000","242.0000","243.9900","241.9500"
"2018/04/10","243.5400","2905256.0000","242.7500","244.3800","241.5700"
"2018/04/09","239.5900","2954660.0000","240.1500","243.2499","239.3200"
"2018/04/06","238.6200","4931106.0000","241.9400","243.5100","236.9800"
"2018/04/05","243.9900","3407580.0000","243.9000","244.8900","242.8000"
"2018/04/04","242.2400","4593938.0000","235.8700","242.8100","235.7000"
"2018/04/03","239.4800","3277580.0000","237.8100","240.0000","235.9300"
"2018/04/02","236.4800","4688088.0000","241.1900","241.7000","233.9200"
"2018/03/29","242.0800","2911327.0000","239.8500","243.6100","239.0800"
"2018/03/28","238.6400","4380101.0000","239.4600","241.2200","237.5300"
"2018/03/27","239.3100","3359870.0000","244.4700","245.0400","237.7700"
"2018/03/26","243.5300","5526961.0000","240.8200","243.8100","238.3200"
"2018/03/23","238.0900","3815252.0000","243.7400","244.5200","237.9200"
"2018/03/22","243.2700","3581253.0000","247.1100","248.0800","243.0300"
"2018/03/21","249.4700","2768382.0000","249.9400","252.1200","249.3100"
"2018/03/20","250.0500","1983161.0000","249.9900","250.6586","249.3300"
"2018/03/19","249.6100","2708907.0000","252.2500","252.2600","247.8700"
"2018/03/16","252.9900","1553556.0000","253.2300","254.0800","252.9700"
"2018/03/15","252.7300","2155124.0000","253.5500","254.2100","252.2200"
"2018/03/14","252.9700","2351694.0000","255.3300","255.5100","252.4600"
"2018/03/13","254.3100","3078246.0000","257.2000","257.7100","253.7100"
"2018/03/12","256.0000","2029093.0000","256.6400","257.2500","255.5830"
"2018/03/09","256.2500","2450255.0000","253.4000","256.2600","253.0500"
"2018/03/08","251.8900","3017059.0000","251.4000","252.0200","250.3600"
"2018/03/07","250.7200","2729185.0000","248.5400","251.0699","248.3600"
"2018/03/06","250.8300","1912412.0000","251.2200","251.2500","249.2300"
"2018/03/05","250.2000","3024459.0000","246.0200","250.7899","245.9500"
"2018/03/02","247.3600","3275983.0000","244.2400","247.8600","243.3310"
"2018/03/01","246.0500","5168264.0000","249.5300","251.0300","244.4500"
"2018/02/28","249.3400","2715904.0000","253.3700","253.8200","249.3400"
"2018/02/27","252.1400","2941311.0000","255.6300","256.3400","252.1400"
"2018/02/26","255.4000","1890796.0000","253.5600","255.5000","252.9900"
"2018/02/23","252.4900","2922491.0000","249.8200","252.4900","249.3000"
"2018/02/22","248.4100","3177556.0000","249.1700","250.9000","247.8100"
"2018/02/21","248.1100","2784085.0000","249.8600","252.4400","248.1100"
"2018/02/20","249.4200","3453118.0000","249.9950","251.5100","248.6000"
"2018/02/16","250.9400","3007005.0000","250.2700","253.0000","250.1700"
"2018/02/15","250.9700","2923085.0000","249.6000","250.9700","246.9800"
"2018/02/14","247.7600","3648025.0000","243.0000","248.1200","242.8400"
"2018/02/13","244.5600","3077228.0000","242.6300","245.0000","241.9700"
"2018/02/12","243.7400","4233444.0000","242.5000","245.3200","240.6600"
"2018/02/09","240.4400","9711358.0000","239.6000","242.2000","232.4200"
"2018/02/08","236.7900","6964470.0000","246.2500","246.4300","236.7000"
"2018/02/07","245.9300","6227126.0000","246.7100","250.2800","245.9200"
"2018/02/06","247.2800","11693970.0000","238.8000","247.8100","237.6700"
"2018/02/05","242.7900","8491571.0000","251.2600","253.4700","241.9200"
"2018/02/02","253.1900","5530280.0000","257.3700","257.5000","253.0900"
"2018/02/01","258.7300","3122033.0000","258.2900","260.1200","257.9500"
"2018/01/31","258.9900","5593519.0000","259.8300","260.3800","257.9500"
"2018/01/30","258.7500","6672647.0000","259.6700","260.3500","258.4600"
"2018/01/29","261.5400","5141163.0000","262.8300","263.2500","261.4800"
"2018/01/26","263.3600","2857116.0000","261.3300","263.3700","260.9700"
"2018/01/25","260.3300","3584788.0000","261.1700","261.2200","259.5300"
"2018/01/24","260.2100","2933941.0000","261.0300","261.6300","259.0185"
"2018/01/23","260.3400","2160976.0000","259.8400","260.6300","259.5100"
"2018/01/22","259.7500","1605717.0000","257.4500","259.7800","257.4500"
"2018/01/19","257.6800","2541142.0000","257.1500","257.6900","256.5300"
"2018/01/18","256.5900","3153715.0000","256.8400","257.2700","256.0200"
"2018/01/17","256.9400","1862378.0000","255.5000","257.3500","254.7420"
"2018/01/16","254.4800","3714596.0000","256.7900","257.3983","253.8001"
"2018/01/12","255.4100","2024820.0000","254.0300","255.5600","253.9000"
"2018/01/11","253.7300","2279591.0000","252.4700","253.7300","252.3300"
"2018/01/10","251.8700","1953381.0000","251.5100","252.1700","250.8200"
"2018/01/09","252.3000","2129742.0000","252.1800","252.9425","251.9100"
"2018/01/08","251.7700","2475589.0000","251.1600","251.8800","250.8700"
"2018/01/05","251.2500","2189861.0000","250.4600","251.4000","249.9500"
"2018/01/04","249.6500","2917422.0000","249.2700","250.1200","249.1699"
"2018/01/03","248.5600","2917203.0000","247.2400","248.7000","247.1800"
"2018/01/02","247.0900","2782060.0000","246.1500","247.0900","245.7361"
"2017/12/29","245.2900","2326598.0000","246.7600","246.7700","245.0300"
"2017/12/28","246.1400","2346667.0000","246.1300","246.2050","245.7700"
"2017/12/27","245.6800","1379299.0000","245.7100","246.0200","245.3800"
"2017/12/26","245.5400","1491057.0000","245.6600","245.7100","245.2600"
"2017/12/22","247.0100","1887410.0000","247.0900","247.1300","246.4400"
"2017/12/21","247.0600","2261961.0000","247.2200","247.8100","246.8159"
"2017/12/20","246.5600","2569956.0000","247.7200","247.7700","246.2700"
"2017/12/19","246.7500","3170010.0000","247.9200","247.9500","246.6300"
"2017/12/18","247.6500","2086187.0000","247.5200","248.0100","247.4500"
"2017/12/15","246.1200","3170286.0000","245.1500","246.5500","245.0650"
"2017/12/14","244.0700","1932655.0000","245.4000","245.4800","244.0000"
"2017/12/13","245.0400","1808322.0000","245.3600","245.7999","244.9701"
"2017/12/12","245.1000","1854827.0000","244.9400","245.5800","244.6901"
"2017/12/11","244.6800","2512424.0000","243.9400","244.7100","243.9000"
"2017/12/08","243.8900","1685499.0000","243.4500","243.9200","243.2000"
"2017/12/07","242.5700","2669406.0000","241.6900","242.9100","241.5500"
"2017/12/06","241.7700","1204971.0000","241.4500","242.2600","241.3300"
"2017/12/05","241.7800","1884296.0000","242.9100","243.5799","241.6296"
"2017/12/04","242.6400","2162181.0000","244.7000","245.0700","242.5900"
"2017/12/01","242.9000","3775303.0000","243.2500","243.7100","239.5210"
"2017/11/30","243.3500","5447906.0000","242.3000","244.4000","242.2300"
"2017/11/29","241.3300","2440629.0000","241.6000","242.1800","240.8400"
"2017/11/28","241.4200","1796472.0000","239.5900","241.4800","239.4400"
"2017/11/27","239.0500","2654205.0000","239.1900","239.5300","238.8300"
"2017/11/24","239.1200","1219347.0000","239.1200","239.2800","238.9900"
"2017/11/22","238.6200","2143700.0000","238.8600","238.9500","238.4400"
"2017/11/21","238.7900","1151503.0000","238.0600","239.0000","238.0000"
"2017/11/20","237.2100","1419879.0000","237.1200","237.4700","236.8600"
"2017/11/17","236.9000","1370465.0000","237.1700","237.3900","236.7900"
"2017/11/16","237.5400","1072291.0000","236.5200","237.9280","236.5000"
"2017/11/15","235.5300","2433133.0000","235.7400","236.2438","234.8200"
"2017/11/14","236.7400","2762623.0000","236.4400","236.8500","235.6400"
"2017/11/13","237.3200","900110.0000","236.3300","237.5165","236.3100"
"2017/11/10","237.0400","1018957.0000","236.7200","237.1800","236.4000"
"2017/11/09","237.1800","1644178.0000","236.7300","237.3368","235.4800"
"2017/11/08","238.0400","4710976.0000","237.4100","238.1200","237.1500"
"2017/11/07","237.6900","1499080.0000","237.8900","238.2200","237.1100"
"2017/11/06","237.7900","1688740.0000","237.2400","237.8900","237.2100"
"2017/11/03","237.4300","1934271.0000","236.8300","237.4400","236.3400"
"2017/11/02","236.6400","1905185.0000","236.4500","236.7650","235.3200"
"2017/11/01","236.5400","2077841.0000","237.0300","237.3900","236.1300"
"2017/10/31","236.1300","1356927.0000","236.2600","236.4700","235.9000"
"2017/10/30","235.8600","1292843.0000","236.1300","236.6150","235.5327"
"2017/10/27","236.7200","2824985.0000","235.6300","236.8800","235.3000"
"2017/10/26","234.7200","3297406.0000","235.1000","235.4100","234.6700"
"2017/10/25","234.5000","1943399.0000","235.3000","235.4100","233.2910"
"2017/10/24","235.6300","1817973.0000","235.6800","235.8900","235.2700"
"2017/10/23","235.3000","1100538.0000","236.4900","236.4900","235.1520"
"2017/10/20","236.1600","1296314.0000","235.8000","236.1850","235.5300"
"2017/10/19","234.9900","1653619.0000","234.0300","234.9900","233.6199"
"2017/10/18","234.8700","1527797.0000","235.0600","235.0900","234.6800"
"2017/10/17","234.6600","1332411.0000","234.4700","234.6900","234.2200"
"2017/10/16","234.5100","1767453.0000","234.4100","234.6900","234.0406"
"2017/10/13","234.1400","1067871.0000","234.3700","234.4700","234.0200"
"2017/10/12","233.8800","1079399.0000","233.8700","234.2700","233.6400"
"2017/10/11","234.2400","1031461.0000","233.7400","234.2400","233.6000"
"2017/10/10","233.8600","1027634.0000","233.8400","234.2526","233.2900"
"2017/10/09","233.2700","768438.0000","233.9200","233.9300","232.9800"
"2017/10/06","233.6800","1101336.0000","233.4600","233.7000","233.1800"
"2017/10/05","233.9000","1465127.0000","232.8600","233.9300","232.7600"
"2017/10/04","232.5200","1006990.0000","232.1200","232.7800","231.9766"
"2017/10/03","232.2000","1316010.0000","231.9000","232.2500","231.6700"
"2017/10/02","231.7300","1960080.0000","231.0000","231.7300","230.9100"
"2017/09/29","230.7600","1726160.0000","229.9100","230.8300","229.7400"
"2017/09/28","229.9400","1084001.0000","229.3600","230.0100","229.2900"
"2017/09/27","229.6700","2103652.0000","229.5300","230.0631","228.5968"
"2017/09/26","228.7800","2335044.0000","229.0900","229.3200","228.5300"
"2017/09/25","228.7000","1523493.0000","228.8200","229.2000","227.8600"
"2017/09/22","229.0400","1599223.0000","228.7500","229.2600","228.7200"
"2017/09/21","229.0700","1899305.0000","229.5400","229.5800","228.8700"
"2017/09/20","229.7200","1850312.0000","229.6800","229.7800","228.6300"
"2017/09/19","230.7700","1296913.0000","230.7900","230.8500","230.4400"
"2017/09/18","230.4900","1322553.0000","230.4600","230.9000","230.1220"
"2017/09/15","230.0900","1419681.0000","229.6200","230.1300","229.4900"
"2017/09/14","229.7700","1854080.0000","229.4700","229.9400","229.3100"
"2017/09/13","229.8500","1154977.0000","229.3700","229.8500","229.2800"
"2017/09/12","229.7100","1535002.0000","229.3200","229.7200","229.1300"
"2017/09/11","228.8700","1607230.0000","227.8500","229.0100","227.8400"
"2017/09/08","226.4000","1896850.0000","226.4500","226.9804","226.2500"
"2017/09/07","226.7500","1620299.0000","227.1300","227.1300","226.3420"
"2017/09/06","226.8000","1523294.0000","226.7600","227.1400","226.1915"
"2017/09/05","226.0100","2222474.0000","227.1000","227.3507","224.9800"
"2017/09/01","227.6900","1393725.0000","227.7600","228.1079","227.5100"
"2017/08/31","227.3000","2202651.0000","226.6300","227.5800","226.5500"
"2017/08/30","225.9700","1368497.0000","224.8600","226.2401","224.6900"
"2017/08/29","224.8500","1394206.0000","223.2500","225.1600","223.1500"
"2017/08/28","224.6800","788332.0000","225.1600","225.2100","224.1900"
"2017/08/25","224.6000","1220802.0000","224.9500","225.5800","224.4700"
"2017/08/24","224.1100","1345358.0000","225.0400","225.1700","223.8800"
"2017/08/23","224.6300","1463209.0000","224.4600","225.0600","224.2600"
"2017/08/22","225.4000","1455546.0000","223.7200","225.6000","223.6900"
"2017/08/21","223.1400","1281367.0000","222.8500","223.3600","222.1200"
"2017/08/18","222.8700","2691129.0000","223.0900","224.2689","222.4500"
"2017/08/17","223.2800","3390886.0000","226.1900","226.5000","223.2800"
"2017/08/16","226.8100","1529518.0000","226.9500","227.3900","226.3700"
"2017/08/15","226.4500","1309472.0000","226.8400","226.8700","226.1000"
"2017/08/14","226.4300","2201644.0000","225.5600","226.6654","225.5600"
"2017/08/11","224.2300","1584404.0000","224.1300","224.8200","223.8700"
"2017/08/10","223.9300","3039142.0000","226.2400","226.3450","223.8500"
"2017/08/09","227.0500","1534498.0000","226.3500","227.1500","226.0000"
"2017/08/08","227.1800","1065063.0000","227.3400","228.6200","226.7300"
"2017/08/07","227.6300","844945.0000","227.3300","227.6600","227.2000"
"2017/08/04","227.2600","1039834.0000","227.3600","227.5900","226.8400"
"2017/08/03","226.8800","1266382.0000","227.1800","227.1800","226.5500"
"2017/08/02","227.2800","1889530.0000","227.3100","227.4200","226.2873"
"2017/08/01","227.1500","1672901.0000","227.3000","227.3200","226.6800"
"2017/07/31","226.6400","3020044.0000","227.2300","227.3000","226.4400"
"2017/07/28","226.7700","2364130.0000","226.5400","226.9200","226.0900"
"2017/07/27","227.0300","1832975.0000","227.7500","227.7800","225.6500"
"2017/07/26","227.3000","1574139.0000","227.5700","227.5900","226.9800"
"2017/07/25","227.2300","1347964.0000","227.5100","227.5928","227.0199"
"2017/07/24","226.6900","1277797.0000","226.6700","226.8334","226.2199"
"2017/07/21","226.7700","2461780.0000","226.3600","226.7800","226.1100"
"2017/07/20","226.9300","1696222.0000","227.1300","227.2500","226.3995"
"2017/07/19","226.8600","1255297.0000","225.9800","226.8600","225.9600"
"2017/07/18","225.6700","3145933.0000","225.1300","225.6900","224.7300"
"2017/07/17","225.5000","1176176.0000","225.4500","225.8602","225.3400"
"2017/07/14","225.4700","1642408.0000","224.5200","225.9000","224.3900"
"2017/07/13","224.4500","1485723.0000","224.1600","224.6100","223.8900"
"2017/07/12","224.0700","1491417.0000","223.4700","224.2800","223.4700"
"2017/07/11","222.4000","1638819.0000","222.4200","222.7599","221.2193"
"2017/07/10","222.5700","1800220.0000","222.2000","222.9900","222.0400"
"2017/07/07","222.3400","2148108.0000","221.5200","222.5200","221.3798"
"2017/07/06","220.9400","2541271.0000","222.1600","222.2500","220.7200"
"2017/07/05","222.9400","2042870.0000","222.8400","223.1700","222.0000"
"2017/07/03","222.5500","1762460.0000","223.0900","223.5300","222.4700"
"2017/06/30","222.0600","2982307.0000","222.5700","222.9100","221.8600"
"2017/06/29","221.6900","4612398.0000","223.8100","223.9200","220.4191"
"2017/06/28","223.6200","2875559.0000","222.7300","223.8400","222.5000"
"2017/06/27","221.6600","3476677.0000","223.2100","223.5200","221.6300"
"2017/06/26","223.4400","1321646.0000","224.0000","224.4491","223.2400"
"2017/06/23","223.3700","1257512.0000","223.1200","223.6500","222.7200"
"2017/06/22","224.0000","1344396.0000","224.1700","224.6590","223.8700"
"2017/06/21","224.1300","1421904.0000","224.5700","224.7200","223.6400"
"2017/06/20","224.2200","1365991.0000","225.3600","225.3600","224.1800"
"2017/06/19","225.7000","1433388.0000","224.7300","225.7650","224.6200"
"2017/06/16","223.8700","1603601.0000","224.0000","224.0600","222.9400"
"2017/06/15","223.8100","2171052.0000","222.8600","223.9300","222.5100"
"2017/06/14","224.2600","1885951.0000","224.8200","224.8400","223.3800"
"2017/06/13","224.5000","2170673.0000","223.9900","224.5700","223.6395"
"2017/06/12","223.4100","1812635.0000","223.2100","223.4800","222.5100"
"2017/06/09","223.5000","2117595.0000","224.1200","224.9298","222.1000"
"2017/06/08","223.7600","1116083.0000","223.8200","224.3079","223.2400"
"2017/06/07","223.6800","1328853.0000","223.6900","223.9300","222.9300"
"2017/06/06","223.3100","1449440.0000","223.3700","223.9547","223.2000"
"2017/06/05","223.9500","1831231.0000","223.9900","224.2800","223.8100"
"2017/06/02","224.1000","1857591.0000","223.4800","224.3200","223.1700"
"2017/06/01","223.4000","2108668.0000","222.1400","223.4500","221.8600"
"2017/05/31","221.6700","2326114.0000","222.0400","222.0800","220.9200"
"2017/05/30","221.7200","1511760.0000","221.5600","221.9700","221.4200"
"2017/05/26","221.9300","1196032.0000","221.7600","222.0700","221.6700"
"2017/05/25","221.9200","1564670.0000","221.4250","222.2400","221.2100"
"2017/05/24","220.8900","1454444.0000","220.6400","221.0000","220.2800"
"2017/05/23","220.3600","1258922.0000","220.3100","220.5400","219.9000"
"2017/05/22","219.9300","1859686.0000","219.2600","220.0500","219.2341"
"2017/05/19","218.7100","2436492.0000","217.8800","219.4679","217.8250"
"2017/05/18","217.3600","2894672.0000","216.3300","218.2400","216.1301"
"2017/05/17","216.5700","3499143.0000","218.6100","219.0700","216.4200"
"2017/05/16","220.4800","2445253.0000","220.8800","220.9400","220.0000"
"2017/05/15","220.5200","1440947.0000","219.8800","220.7200","219.8300"
"2017/05/12","219.4100","1056500.0000","219.5000","219.6000","219.1200"
"2017/05/11","219.7500","1855740.0000","219.7400","219.9300","218.6200"
"2017/05/10","220.2000","1067127.0000","219.7600","220.2200","219.5500"
"2017/05/09","219.7900","1636937.0000","220.2900","220.4857","219.4400"
"2017/05/08","220.0700","2224456.0000","220.1300","220.2500","219.5700"
"2017/05/05","220.0600","1729759.0000","219.5600","220.0600","219.1200"
"2017/05/04","219.1800","1439117.0000","219.2700","219.3500","218.3098"
"2017/05/03","218.9800","1649860.0000","218.7800","219.1700","218.2400"
"2017/05/02","219.2000","2572989.0000","219.2900","219.3800","218.7700"
"2017/05/01","219.1300","1506102.0000","219.1600","219.5729","218.6500"
"2017/04/28","218.6000","1257631.0000","219.3300","219.3399","218.4300"
"2017/04/27","219.0200","1154178.0000","219.2000","219.3567","218.4700"
"2017/04/26","218.8500","2822234.0000","218.9600","219.8979","218.8100"
"2017/04/25","219.0100","1745228.0000","218.4100","219.3600","218.2900"
"2017/04/24","217.7000","2365494.0000","217.7500","217.9500","217.2299"
"2017/04/21","215.4000","2594355.0000","215.9700","216.0200","214.9300"
"2017/04/20","216.0300","2734279.0000","214.9800","216.5000","214.6200"
"2017/04/19","214.2800","2032370.0000","215.3100","215.7000","214.0600"
"2017/04/18","214.7500","2696119.0000","214.5500","215.2400","213.9775"
"2017/04/17","215.3400","1746887.0000","214.0000","215.3500","213.8000"
"2017/04/13","213.4700","1806819.0000","214.5000","215.2400","213.4700"
"2017/04/12","214.9000","2002341.0000","215.4900","215.6899","214.6200"
"2017/04/11","215.7900","1780780.0000","215.6300","215.8800","214.2500"
"2017/04/10","216.0600","1311871.0000","216.0600","216.8800","215.5000"
"2017/04/07","215.9100","1835941.0000","215.8600","216.6400","215.4000"
"2017/04/06","216.1000","1633943.0000","215.7100","216.6834","215.2200"
"2017/04/05","215.5400","2306068.0000","216.8900","217.9300","215.3400"
"2017/04/04","216.2000","2481594.0000","215.7100","216.2500","215.3300"
"2017/04/03","216.0800","2843846.0000","216.5100","216.6900","214.7400"
"2017/03/31","216.3500","1331399.0000","216.5600","217.1097","216.3500"
"2017/03/30","216.8700","2494840.0000","216.1700","217.1300","215.9800"
"2017/03/29","216.2900","1748600.0000","215.7200","216.4700","215.4800"
"2017/03/28","215.9700","3056514.0000","214.1600","216.4600","214.0500"
"2017/03/27","214.3800","2082833.0000","212.8700","214.7200","212.6200"
"2017/03/24","214.7300","2647438.0000","215.1400","215.7700","213.8800"
"2017/03/23","214.8000","2436711.0000","214.8000","216.0249","214.4400"
"2017/03/22","215.0200","2599402.0000","214.5800","215.3448","213.9500"
"2017/03/21","215.5800","3457101.0000","219.0000","219.1300","215.4100"
"2017/03/20","218.3327","1035933.0000","218.5900","218.8900","217.9795"
"2017/03/17","218.5600","1588560.0000","219.3000","219.4400","218.5600"
"2017/03/16","219.0000","1710880.0000","219.6100","219.6500","218.6510"
"2017/03/15","219.3700","3358621.0000","218.1300","219.8500","217.8700"
"2017/03/14","217.5600","1425507.0000","217.7700","217.8100","216.8900"
"2017/03/13","218.3000","1388136.0000","218.1800","218.4100","217.8600"
"2017/03/10","218.1700","1819854.0000","218.5500","218.5600","217.2600"
"2017/03/09","217.4100","1634713.0000","217.3300","217.8360","216.4602"
"2017/03/08","217.1800","1784348.0000","217.9500","218.2000","217.0700"
"2017/03/07","217.6400","1742746.0000","217.9800","218.3300","217.4200"
"2017/03/06","218.3000","1530987.0000","218.0700","218.6480","217.6300"
"2017/03/03","218.9800","1765450.0000","218.7000","219.0900","218.3080"
"2017/03/02","218.8600","1650637.0000","219.9900","220.0200","218.7500"
"2017/03/01","220.1500","3324641.0000","218.9000","220.6600","218.8700"
"2017/02/28","217.0700","2179607.0000","217.3400","217.5800","216.7200"
"2017/02/27","217.7100","1942146.0000","217.3200","217.8956","217.0200"
"2017/02/24","217.3900","1637970.0000","216.2200","217.4200","216.1600"
"2017/02/23","217.1300","1717164.0000","217.5400","217.5400","216.3000"
"2017/02/22","217.0100","1471517.0000","216.7200","217.1900","216.5500"
"2017/02/21","217.1100","1893117.0000","216.3200","217.3200","216.2475"
"2017/02/17","215.8400","1451091.0000","214.8400","215.8400","214.7938"
"2017/02/16","215.5100","1920400.0000","215.7400","215.9000","214.7300"
"2017/02/15","215.6800","2046635.0000","214.3400","215.8900","214.3100"
"2017/02/14","214.5900","2528131.0000","213.5500","214.5900","213.1600"
"2017/02/13","213.7000","1754894.0000","213.1100","214.0000","213.0700"
"2017/02/10","212.5700","1412364.0000","212.1300","212.8000","212.0100"
"2017/02/09","211.7200","1237374.0000","210.7800","212.0432","210.7400"
"2017/02/08","210.5200","1096149.0000","209.8900","210.6100","209.6300"
"2017/02/07","210.2500","1194286.0000","210.6500","210.8368","209.9900"
"2017/02/06","210.2000","1345515.0000","210.1200","210.5425","209.8400"
"2017/02/03","210.6400","4264490.0000","210.0800","210.7300","209.7700"
"2017/02/02","209.0900","1661279.0000","208.5900","209.4000","208.2300"
"2017/02/01","209.0000","2698380.0000","209.6200","209.8600","208.3700"
"2017/01/31","208.9700","3787112.0000","208.3400","208.9700","207.7900"
"2017/01/30","208.9800","2782343.0000","209.4800","209.5200","207.8800"
"2017/01/27","210.2500","1428162.0000","210.6500","210.7579","210.0300"
"2017/01/26","210.5500","2485077.0000","210.6500","210.9000","210.2500"
"2017/01/25","210.7100","2867281.0000","209.9800","210.7700","209.7900"
"2017/01/24","208.9700","1938911.0000","207.8600","209.4000","207.7479"
"2017/01/23","207.6500","4585809.0000","207.8400","208.2100","206.8300"
